Report generated on: 10-22-2020 18:38:11
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.47-34-DZA-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","4.508652681180434","4.183937761564164","4.300428438476977","4.840040367249711","4.571110920706259","4.293798926927275","4.462908374733896","4.495461649028235","4.23256487036182","3.987955735302551","3.9428771102649836","3.8063153297897685","3.749505846370712","3.6444072313188114","3.5373768525551","3.33933376349601","3.134610652488018","3.4056649670092347","3.5042632331062733","3.367439334126686","3.5594290510162283","3.7262416653191655","3.583926972650614","3.79877889534077","3.9790359639373345","3.7589360746976146","4.08717940424458","4.02862853989836","3.877811328599872","3.9189102438325527"
"","American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ASM-MBTUPP.A","    Population (MMBtu/person)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-ASM-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Angola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-AGO-MBTUPP.A","    Population (MMBtu/person)","6.997256566141181","6.696813908804215","6.925958254365556","7.145535864285764","6.229453559657355","7.404815282921243","7.059355626398969","7.029102131123003","7.001739139862667","6.546028608094423","6.718935398090189","6.812131048502314","6.6892286291023435","6.357411915869981","6.005854315081681","6.238312774287927","5.806087231870673","6.31515501694505","5.503247441339618","5.946264412077974","6.752911822204013","7.094573619555762","7.312659828399827","7.8454117321587145","8.381498845124181","6.887931407701192","8.375992178335771","9.279723788780894","10.480210991589445","11.491561140969964","12.151704803709508","12.284364739912554","12.376183787509108","13.36731054473051","14.232635312941229","14.414266551627433","13.608547074352085","12.167792180951679"
"INTL.47-34-AGO-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","1.2432598957522825","1.2024613964780952","1.3222510072887295","1.3723031986540293","1.4788231078111846","1.9098937742403912","1.8388233500282278","1.7151544288274505","1.4518192148078692","1.520168392675335","1.3068899155051523","1.4275911120525953","1.6256075365402733","1.6939314251251962","1.5880817410503787","1.7111714763204637","1.7055146667338212","1.2623522115157009","1.4268779519816708","1.4385656909990072","1.5167094620821941","1.7111405753712967","1.7901167965108138","1.8136683067320118","1.7450929992890234","1.8608004669620306","1.957380585470212","2.0325421328664115","2.0374286596313467","1.8860416291126672"
"","Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ATA-MBTUPP.A","    Population (MMBtu/person)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-ATA-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ATG-MBTUPP.A","    Population (MMBtu/person)","0","0","0","0","0","0","0","0","92.73595998958766","92.26681129114476","95.44608279628356","93.28069747399657","91.76333982883152","89.82143238684073","94.40721953110868","98.85294436597158","97.04518152240551","97.69271283830965","95.73145204795205","93.84764690099276","95.9030369571223","94.54593024462378","99.94587397204202","103.60462891019175","105.99794838934433","106.1777286342098","107.69555086281461","111.10104591314933","111.90411883451115","115.46841388710779","109.98043121663058","108.30774332441091","109.93692801042477","108.61389114505442","109.72148139576119","110.94276004317578","111.65244000576013","108.38176633394114"
"INTL.47-34-ATG-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","5.370809893073509","5.089183469200096","5.1228938136764315","4.99622144561209","4.952227156831808","4.691280156726954","4.707914817923029","5.248149885580871","4.936219640588287","4.809906966934136","4.59261833499652","4.4284516190295315","4.3449739693855625","4.552001529968654","4.830428940536527","4.78630323407727","4.693571658393336","4.475597455215308","4.092685070494956","3.9235968846069835","4.0142834676758765","4.777356670308643","5.0122061296334595","5.097956608247044","5.0680472303385695","5.099172908915241","5.023000678305122","4.950417262756319","4.766429536814794","4.527090819850299"
"","Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ARG-MBTUPP.A","    Population (MMBtu/person)","59.5435417272373","57.17614293823883","59.06071708991373","58.898941085523774","62.16801272587964","58.57102625811196","61.85436982413257","62.456148451571565","61.828185215771235","60.252238044324024","57.6564031308632","59.477102051605385","60.905945908832855","64.94014374370029","64.80172547868509","66.03608712225193","67.66622571013977","68.76615258838088","71.03398433302824","69.95246754011347","74.86101962612507","72.6737590148718","67.65409322267125","72.5796767734363","77.18319483366906","80.2689179706464","84.54454421138995","85.13634777851948","87.93762415639179","84.65963665300401","87.19966425538941","90.31078026952106","90.66395358571616","91.00388143933988","90.49279032949353","90.25867703791768","89.67776778725472","88.09260050836097"
"INTL.47-34-ARG-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","3.600695993163208","3.7065173437612997","4.017631773470534","3.9109980783569127","4.112541371829551","4.23029967208643","4.235832518926542","4.234927210518176","4.339841562731901","4.613214158490612","4.562066131571467","4.315314867843229","4.086179592206734","4.2128625886526665","4.022701589225816","4.271676664654274","4.197642695114214","3.99164232592598","4.015406376518313","4.138519340084231","4.513634180098017","4.634236627629255","4.894170737924536","4.875869464744853","5.005811022134572","4.832531431830068","4.759044934054609","4.4405079986115235","4.451759306218221","4.601120064813168","4.3473231010985725","4.2917043070768806","4.399154763812405","4.357478720473179","4.490998299726977","4.404649011952431","4.513804915991456","4.35485636315772"
"","Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ARM-MBTUPP.A","    Population (MMBtu/person)","--","--","--","--","--","--","--","--","--","--","--","--","57.06754783575722","44.48561841833838","40.78695043591432","40.85157123474887","53.11869613391451","45.27003466133623","48.49410159087891","30.160698422186506","32.64813512718301","32.307086037566116","31.11733114250457","34.39865378939765","35.88417965558277","41.84247879594761","42.10233702697875","47.6570391131234","46.38695120005354","41.7293336335414","46.64607855588248","49.12211139338192","51.91346402567547","50.697176522151686","51.41381596816994","47.42537375810246","47.58836668601606","50.550207346166765"
"INTL.47-34-ARM-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","--","--","--","--","--","--","--","--","--","--","--","--","27.445924185856047","22.918799686710287","19.479153419550702","17.88363424884504","21.622891950341742","17.637877629085608","17.464975621896553","10.453250647119631","10.618224656279175","9.53162456276886","7.9359604871840235","7.651994075034255","7.184833126003398","7.309934915247484","6.4476913645306375","6.360482111014687","5.739441915377118","5.973782308047019","6.508541044236871","6.547657297445324","6.474345325830387","6.149000909117686","6.050003944472651","5.43206391244829","5.459541159341621","5.410602599933064"
"","Aruba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-ABW-MBTUPP.A","    Population (MMBtu/person)","--","--","--","--","--","--","23.20804533482321","23.510915618228275","91.20632263557768","121.31960578703324","125.83143263289999","132.01656154929358","137.32434938159437","131.33555417615008","136.19173313343327","147.19685137692346","93.64840869596567","147.4821520187244","144.3898933318057","141.5853115977036","165.8782267294698","167.8929485854542","169.71555499410485","185.05172600395792","189.60133648626754","202.12308543607776","200.13339412873154","205.4260890482682","192.7167050758667","191.96189084887413","179.8237125647962","142.52045281724637","177.75690739531024","171.05456321426834","172.65463900998293","177.09331122590785","170.3107805273447","170.65433129905753"
"INTL.47-34-ABW-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","--","--","--","--","--","--","0","0","3.789374080574717","4.492367313012668","4.564072529223299","4.611566750451356","4.784058404022871","4.529684816479936","4.593137891918272","5.07139053358497","3.301338203632389","4.9520409174499385","4.6425360797777895","4.589554896790829","5.252119794552291","5.600571616332105","5.98620192861095","6.535390183615812","6.315588724231803","6.738536500741576","6.655447566308929","6.721702753722972","6.305590110719809","7.089419065758045","6.886777669835986","5.291209535243289","6.724811776400721","6.246847349305464","6.289281337894185","6.515330883908549","6.310715358385894","6.269919552534949"
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-AUS-MBTUPP.A","    Population (MMBtu/person)","189.30108425668365","190.8414886600577","195.9389070068425","188.17908784173318","194.3372262458251","200.67914861233334","201.70849113078413","205.36192819936605","209.40149679014613","217.46165648564497","219.46907001077827","214.79780262505284","216.82102087404556","220.38111629977277","222.06107030681898","226.13437884065908","233.30126405923284","236.81670860637496","242.5547930306872","246.12498604671674","245.2819638529967","249.05758984654042","252.27095171278322","251.77816476986655","256.18217586570654","260.04085360877946","260.60523788956266","266.6317741718515","259.0130326947618","259.948502791138","250.33915684735152","250.70974924958549","249.34561049786484","245.6108488609223","239.82863265028575","240.77199614784644","244.0577144312231","246.93557389203778"
"INTL.47-34-AUS-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","7.203458516374557","7.0839812796360295","7.3804547571431405","7.2319644594423655","7.086388432820203","7.0612073258899795","7.052287183099591","6.9452937655587075","6.916582249534588","6.977481212518177","7.03804635116582","7.047162833934527","7.0121694185832535","6.923138984495975","6.714463173378957","6.724159379738642","6.741407750889887","6.613180211604457","6.535261884508512","6.418724752371921","6.280690003984124","6.294377645399688","6.192700567450062","6.082119325818518","6.0088578857867665","5.994011178683633","5.932565051736878","5.918121511096977","5.715623525492225","5.74318435750535","5.4857339846651865","5.420146490682126","5.284476198240918","5.183747604328245","5.00863382874283","4.986311989583365","4.997129734963387","5.017376938158661"
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-AUT-MBTUPP.A","    Population (MMBtu/person)","147.91321602255414","146.04980593135244","138.6983277208154","140.21153476348078","144.67671774529336","147.38840576349395","143.89871785728752","137.4888635079655","148.54005987525906","149.93521385187367","153.92259465307117","160.59472530459374","154.49224043157548","156.15120665713525","155.25139406768682","162.78644174078994","169.98990267502342","169.82950070041105","172.12771132299088","174.1170770739859","172.23756209066553","179.9074914197868","178.74150609231936","181.2815486515715","186.8277767703303","192.42336899258623","190.23504627067283","185.92876709274864","185.59527421345874","176.79990885411533","181.21035036188886","171.89646534049854","175.88993290558446","175.6645687792477","167.82596062953942","166.14320235320827","168.53192712876051","170.37633682380792"
"INTL.47-34-AUT-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","5.512207101486832","5.466056594260844","5.09298217261339","5.004286341315639","5.144568071654976","5.1280546623795376","4.8941141334627964","4.603534448128635","4.769384977534002","4.645901489145064","4.613494180109466","4.707151883029118","4.490204006155414","4.536595624724385","4.417741508515284","4.5087312929787835","4.61158798290883","4.511064482074074","4.420604808773681","4.334324888176065","4.141416264646178","4.295392128934601","4.223388477725278","4.2630027962642085","4.313727321459724","4.366684897754668","4.1823171899206","3.9586218725190876","3.9181004919563196","3.8794688130080077","3.914837485037091","3.616209753601219","3.69540411168033","3.714805778731987","3.550554791037902","3.5221553336354816","3.5346794320479615","3.5051039603269154"
"","Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-AZE-MBTUPP.A","    Population (MMBtu/person)","--","--","--","--","--","--","--","--","--","--","--","--","132.6535300467512","111.29245988322641","98.8233556909528","93.63909769051702","81.88432172369964","80.5439471598865","68.39851667274552","69.98863337530318","62.46888898301137","54.36452193302702","64.25672548448446","67.8708051646364","74.09466263921007","75.90936266195146","76.10941937787446","62.006910703678486","65.67239883131504","60.919917116035265","64.95075132959263","60.730101870133744","65.11400139646432","60.44778813965526","61.54990418683375","64.25576887815343","62.54576092545846","60.3924348590489"
"INTL.47-34-AZE-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","--","--","--","--","--","--","--","--","--","--","--","--","19.215923774779885","21.27262937456264","23.826347554623855","25.902326423212653","22.590527648180664","21.19003859451225","16.49146025926482","15.838427437856467","12.832719033354387","10.255105256776641","11.194240888157271","10.84222023919394","10.945500939933414","8.89154104006603","6.697423096940779","4.398503680338407","4.262552624601876","3.6646725079168396","3.7653560411954112","3.61259481729223","3.8377783984846054","3.4116137813215768","3.420901842016808","3.567711760004167","3.6234612673122846","3.5319934821167105"
"","Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BHR-MBTUPP.A","    Population (MMBtu/person)","403.643189406835","450.15171476110027","465.1030111554322","473.7482858943943","446.3284391620807","515.4451993952823","538.7160092333963","625.9678820119015","521.4225477915891","516.0830612681287","547.3073970606725","596.2364823846887","487.19949214217587","567.0924537574308","544.9232404641278","532.7237254132158","515.0273669250084","558.7863596778795","527.8397280109534","491.674383108121","605.4439965076057","589.2220027649646","593.2834993118047","576.1062051172044","553.8712338663468","575.8579910083434","568.6195170367284","539.506236110844","532.1035880471227","493.3297438773952","478.37994782424647","486.61048733912395","516.701001083576","554.3410977585203","523.8693247170155","522.7088145450715","514.0818430944594","524.9860821816523"
"INTL.47-34-BHR-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","12.85721173220122","13.118506483318203","13.731446645243581","13.83538557465941","10.867614165048105","11.487312041738296","11.347687425092094","10.958623984203225","10.553142752937246","12.0496978151847","12.06530915458158","11.874226135888582","11.930987931815839","12.048193566860917","12.438772869628338","12.226170928002174","11.83842348311866","12.438822575902282","12.465735656046418","11.818603651758222","11.649352820003092","11.24800253808187","10.89839263845774","10.573703166059952","10.95026210808082","11.552003038098453","10.974204325252899","10.802610904652319","10.408257891435925","10.352243834197884"
"","Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BGD-MBTUPP.A","    Population (MMBtu/person)","1.5365785648815138","1.6220440044247675","1.6801860901542545","1.580152909032488","1.8790960907534315","1.8815705111529555","1.9877681061635861","2.0985099740801516","2.2957134215584256","2.440368160578419","2.317534381059366","2.410332583055069","2.6473035716675963","2.8028320957493187","3.0371348369203965","3.2520933767109006","3.306362576676961","3.322817565410484","3.483595692115181","3.838290862501609","3.998483538846796","4.2969801244065575","4.4390236696813785","4.8019469267200074","4.890814277279088","5.096240181851987","5.389751496063498","5.58397011588511","5.9504867570191315","6.19319092222377","6.468146347369884","6.6997793688124","7.193067306206006","7.294828343788755","7.540421411861387","8.201183595803787","8.904738569292418","9.094704327623774"
"INTL.47-34-BGD-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","1.5565764539362212","1.654504711648574","1.5094609805475676","1.5549340552506383","1.6625747570864229","1.7202378480185154","1.829531649379818","1.9073749742613","1.893410225295428","1.8599388898182752","1.8928704565700993","2.033257307964255","2.0512880331866685","2.137857389716393","2.166062519658076","2.2761973475585457","2.2387584235411673","2.2224409619315315","2.2333050191617687","2.187897699883465","2.2245916801424084","2.2288846106856854","2.229918532756257","2.194487901241595","2.2374994008477564","2.1653128621445386","2.1345626905039157","2.203361985037786","2.258099231530391","2.1729288485260114"
"","Barbados","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BRB-MBTUPP.A","    Population (MMBtu/person)","57.87677844186163","60.01757824837345","60.66406422048048","63.809830550349794","61.317748151735785","67.56469433851368","70.62502673879985","67.01190638419918","62.86702059157432","68.16329564819338","71.94275070611997","72.47298766570451","76.27214510099282","74.05508925451645","69.96148297803263","72.31890863303943","64.66660499837107","77.52336880040868","78.40445590790617","81.74229182303895","87.53601781911121","87.27223325240156","87.56106315762847","88.20187864747916","88.55192956252611","88.90208383941288","88.73304209842095","84.28677980559816","98.94247738528149","92.86366028202785","89.17371652565647","93.30590716852718","87.47535097744792","88.64792872202722","76.9501699819538","81.71096180873174","83.45472798969902","84.07521886075834"
"INTL.47-34-BRB-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","3.907358231537415","4.104921908300747","4.497130700697367","4.73246665241391","5.374543117265337","5.174517881372538","4.72849786453124","4.810101422379945","4.154033360435104","4.774770651757027","4.674898879258817","4.878307508903707","5.020891354625995","5.145699704835577","5.139671921665446","5.084090713943261","5.0509283321200025","4.8958806367437955","4.643757234300143","4.353745837969881","5.077700354925996","5.154158027096987","5.085168918414699","5.372636379746063","5.062056906334973","5.2165247243128015","4.535937433925987","4.709968404040404","4.695311095537414","4.707357715583237"
"","Belarus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BLR-MBTUPP.A","    Population (MMBtu/person)","--","--","--","--","--","--","--","--","--","--","--","--","147.914716102625","126.35182441516386","104.71595294074625","99.1155738032563","99.4711673505574","98.98574426290469","97.35571536540162","101.09170277731039","110.50603429444953","102.89273194125522","100.59485882981069","106.05131575280765","99.91400601825475","113.02651406635127","121.18131788824216","118.04103582787464","119.85285723404853","111.76258619607854","119.14037260861372","123.32199516916873","124.36678824886832","118.71327410279679","118.81255959601063","101.01076279187721","99.96927763318179","101.89030556434139"
"INTL.47-34-BLR-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","--","--","--","--","--","--","--","--","--","--","--","--","163.98918673308813","150.71703351326258","16.020624253432217","16.874783230751873","16.420234442888535","14.61634443280011","13.20932197035565","13.204543032638284","13.570337920602746","11.991691524609836","11.086326420126753","10.843929621281923","9.107536826845081","9.360626452884366","9.080636367520878","8.110223724147724","7.447410913469982","6.918945743077278","6.834851146920489","6.6858761166841","6.629234772827539","6.271658482548959","6.184240805081992","5.470669656967707","5.5582791259025885","5.531638731499037"
"","Belgium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BEL-MBTUPP.A","    Population (MMBtu/person)","216.23574591598134","203.53522004281453","190.6619330055948","186.7083423306656","190.84951487031063","198.2385404761583","206.12871730897015","212.25135823582588","216.77874637190854","217.67125393388477","222.69181780060387","229.93149200056016","229.1639664809775","224.8140984364764","238.5961127388824","241.88788069085206","255.09872328477886","255.75860342996273","261.4305871485412","259.0266684928394","264.11893388909925","262.28195808271363","259.733437134432","267.13832342223884","269.5174193962671","265.157475652753","262.710638140424","262.00266439505776","267.86204998802697","242.4066714650693","257.51389727469575","238.23585721172128","230.22109317948","235.77506158246857","219.301409747354","220.7303715891665","233.07650199421238","233.61342360361792"
"INTL.47-34-BEL-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","8.261747666220424","7.763256316873755","7.229425340978729","7.050184950590092","7.058943647873341","7.20106773196095","7.354494375802826","7.404170854648811","7.25869314326547","7.056851139253123","7.0258092719119185","7.1520449140137075","7.064082875831728","7.004401249519049","7.218910636707367","7.1157036092683255","7.422579727409539","7.1867221448503384","7.220038353951934","6.92512163412981","6.824143013867029","6.728343427027372","6.580540487371837","6.72627520788692","6.58134352640345","6.3637502876180685","6.1892724028856225","5.998455190158998","6.154048411512131","5.729850816045005","5.990278562881951","5.502976881104822","5.310820695788364","5.4384543463364095","5.002801701428168","4.964678871474176","5.190298096871779","5.125115672301427"
"","Belize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BLZ-MBTUPP.A","    Population (MMBtu/person)","24.920969939126252","22.95883815856094","21.058871582072403","20.490079710446796","21.177980341948736","20.542582766800198","24.321976062841674","19.362020099464818","14.432528603587249","20.260227700563032","26.07453008040351","28.98640792001507","23.89849091404047","23.438525106641364","21.914557411530204","26.410442613619892","22.849903051483665","34.0337486230396","32.200445258807896","32.267035346201965","33.29042876915612","35.51592189278935","33.415068709501625","31.92850189163708","29.970423478894567","31.291723219014113","35.06045070783685","32.207877564700624","30.355712816270522","30.863513051398378","35.76285180283807","30.491892683500758","31.005051877305867","33.02654867679338","32.14522486080613","34.808625067940135","34.1413261165204","33.4414716253077"
"INTL.47-34-BLZ-TBTUUSDPP.A","    GDP (1000 Btu/2015$ GDP PPP)","0","0","0","0","0","0","0","0","3.2222377576382644","4.014532718508047","4.753112524978618","4.829114134474583","3.6127817872184838","3.3909754274921484","3.228207074918376","3.9663575584871706","3.493209992830567","5.209187264202426","4.937623202657254","4.720742375081116","4.459629570452785","4.687309286346276","4.331707714397231","3.8872265737279688","3.573730187666836","3.7562350493863774","4.121817810260829","3.866706481096356","3.6132773591993335","3.759269580185017","4.334037869937607","3.712950100379261","3.7731375211816767","4.057942815095219","3.895535022741998","4.189175662311224","4.190378437807133","4.109791705503174"
"","Benin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-33-BEN-MBTUPP.A","    Population (MMBtu/person)","1.7557827724900805","1.7210440940599325","1.1813754846782778","1.666253502537456","1.6053717723137466","1.7994190030593222","1.7030434652060393","1.3102590151612035","1.5767916016812045","1.5752239534275791","1.7523599525157227","1.9801048257112341","2.1248342307771657","2.2561118194198952","2.2809938731688195","2.3820893058224892","2.52034258409949","2.64505698527773","2.768243056317588","1.3196992842244264","3.4115733219729236","3.7672107187924344","4.186919493105243","4.715654763740998","4.824927312258067","4.3976913803428115","5.838961476909152","6.698699011408277","6.6597632361857295","7.188876457007712","8.016396561741926","7.266581028489792","6.706384321074557","6.645008259884498","6.832509695875029","7.349911139676875","9.034838014984333","8.681502887263695"
